Molecular Weight (g/mol),Density (g/cm3),C in comononmer A,C in comononmer B,%B,CH in A,CH in A+B,CH2 in A,CH2 in A+B,CH3 in A+B,CH bonds A+B,N in A+B,O in A+B,C=O,%C=O,Rings,%C in rings,Tm(°C),Tg (°C),Crystallinity%,"Critical thickness of the specimen (Lcrit, mm)",Surface area (mm2),Specific surface area (mm2/mm3),Pretrement,Level,Temperature,Humidity,pH,k Biodegradation rate (s^-1) first-order,T Lag time (days),A%,Testing duration (days)
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,0.3,728.1,6.89,1 Indoor,0,20,1,7.25,1.11684E-09,0,93.19,360
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,0.3,728.1,6.89,1 Indoor,2,20,1,7.25,4.40499E-09,0,93.19,360
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,0.12,300,17.36,1 Indoor,0,25,1,7,2.98574E-08,0,93.19,30
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,0.12,300,17.36,1 Indoor,6,25,1,7,5.82042E-08,0,93.19,30
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,0.12,419.5,16.93333333,2 Outdoor,2,25,1,7.9,5.8183E-08,0,93.19,365
225000,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,55.5,-35.4,13.1,0.12,410.5,16.93333333,1 Indoor,6,30,1,7.2,0.000020464,0,53,3
142500,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,53.5,-37.5,10.3,0.12,410.5,16.93333333,1 Indoor,6,30,1,7.2,6.4278E-06,0.5183,35,3
336800,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,175,62,38.23,0.075,1809,26.8,1 Indoor,5,27.5,0.4375,7.75,8.9468E-09,0,100,70
336800,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,175,62,38.23,0.075,1809,26.8,3 UV,5,27.5,0.4375,7.75,1.2187E-08,0.7979,100,70
190000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.4,2,67.67,3.5,17593,0.62,0 Dark,5,35,0.4375,7.25,2.9845E-07,14.931,100,133
180000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,167.6,2,61.32,0.24,1324.98,8.49,0 Dark,5,35,0.4375,7.25,6.0797E-07,3.857,100,56
150000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165.6,2,62.69,1.2,588.8,1.92,0 Dark,5,35,0.4375,7.25,2.3313E-07,12.635,100,112
150000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165.6,2,62.69,1.2,2288,1.82,0 Dark,5,35,0.4375,7.25,5.6316E-07,11.928,100,56
150000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165.6,2,62.69,1.2,1124.4,1.89,0 Dark,5,35,0.4375,7.25,2.66577E-07,0,85.54,85
150000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165.6,2,62.69,1.2,1124.4,1.89,0 Dark,5,35,0.4375,7.25,2.77395E-07,0,85.54,65
150000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165.6,2,62.69,1.2,1124.4,1.89,0 Dark,5,35,0.4375,7.25,5.56499E-07,4,85.54,80
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.385,0.465662571,15.58441558,0 Dark,5,35,0.4375,7.25,1.76178E-06,4,85.54,13
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.385,0.465662571,15.58441558,0 Dark,5,35,0.4375,7.25,1.86278E-06,2,85.54,12
120000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,164.3,2,71.69,0.5,1300,4.16,0 Dark,5,35,0.4375,7.25,5.3753E-07,9.912,100,84
110000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,163.5,2,71.01,5,750,0.67,0 Dark,5,35,0.4375,7.25,7.3148E-08,14,97.52,224
105000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,153.4,-17.5,55.87,1.2,588.8,1.92,0 Dark,5,35,0.4375,7.25,1.4105E-07,12.509,93.19,140
105000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,153.4,-17.5,55.87,1.2,1124.4,1.89,0 Dark,5,35,0.4375,7.25,0.000000173,4,100,190
500000,1.29,6,6,15,5,0,1,6,0,12,0,7,1,5.263157895,1,41.67,110,30,40,0.03,6010.2,66.78,2 Outdoor,0,21,1,7.64,1.999E-07,0,11.96,196
500000,1.29,6,6,15,5,0,1,6,0,12,0,7,1,5.263157895,1,41.67,110,30,40,0.03,6010.2,66.78,2 Outdoor,2,21,1,7.98,2.3148E-07,12.432,16.03,196
80000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-59,60,0.03,6010.2,66.78,2 Outdoor,0,21,1,7.64,1.5822E-07,0,6.99,196
80000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-59,60,0.03,6010.2,66.78,2 Outdoor,2,21,1,7.98,1.3629E-07,10.514,9.58,196
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,63.3,0.28,176.05,14.3,1 Indoor,6,25,1,7,3.9917E-06,0,86.5,2.5
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,63.3,0.28,176.05,14.3,1 Indoor,7,25,1,7,9.4444E-06,0.1215,86.5,2.5
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,63.3,0.28,176.05,14.3,1 Indoor,7,25,1,7,0.000012019,0.1028,100,2.083333333
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,63.3,0.28,176.05,14.3,1 Indoor,7,25,1,7,0.000017458,0.0974,100,1.666666667
160000,1.1403,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,40,0.28,176.05,14.3,1 Indoor,6,25,1,7,0.000009825,0.0132,86.5,1.25
160000,1.1403,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,40,0.28,176.05,14.3,1 Indoor,7,25,1,7,0.000019142,0.0276,100,1.25
160000,1.1403,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,40,0.28,176.05,14.3,1 Indoor,7,25,1,7,0.000030528,0.025,100,0.958333333
160000,1.1403,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,40,0.28,176.05,14.3,1 Indoor,7,25,1,7,0.00004225,0.0148,100,0.708333333
440400,0.955,4,14,10,1,1,1,12,1,28,0,8,4,15.38461538,0,0,176.4,6.5,56.1,0.1,204,20.4,1 Indoor,7,37,1,7.5,6.3722E-06,0.051,93.19,0.833333333
391500,1.346,4,14,25,1,1,1,12,1,28,0,8,4,15.38461538,0,0,175.6,4.8,57.2,0.1,204,20.4,1 Indoor,7,37,1,7.5,3.0162E-06,0,93.19,4
413250,1.094,4,18,25,1,1,1,15,1,34,0,10,5,15.625,0,0,175,4.7,58.1,0.1,204,20.4,1 Indoor,7,37,1,7.5,0.000011644,0.247,93.19,1.5
377400,0.704,4,18,40,1,1,1,15,1,34,0,10,5,15.625,0,0,174.4,5.3,60.8,0.1,204,20.4,1 Indoor,7,37,1,7.5,8.3111E-06,0.0376,93.19,1
449100,1.151,4,18,10,1,1,1,15,1,34,0,10,5,15.625,0,0,174.2,5.3,58.4,0.1,204,20.4,1 Indoor,7,37,1,7.5,6.6556E-06,0,93.19,0.833333333
342600,1.115,4,14,40,1,1,1,12,1,28,0,8,4,15.38461538,0,0,174.1,4.1,58.8,0.1,204,20.4,1 Indoor,7,37,1,7.5,1.8056E-06,0,93.19,4
310000,1.519,14,4,50,0,1,11,12,1,28,0,8,4,15.38461538,0,0,109,-33.2,58.1,0.1,204,20.4,1 Indoor,7,37,1,7.5,9.2755E-06,0,34.95,4
277400,1.368,14,4,40,0,1,11,12,1,28,0,8,4,15.38461538,0,0,107.8,-34.1,56.3,0.1,204,20.4,1 Indoor,7,37,1,7.5,0.000009662,0,31.39,4
179600,1.366,14,4,10,0,1,11,12,1,28,0,8,4,15.38461538,0,0,105.3,-35.2,52.7,0.1,204,20.4,1 Indoor,7,37,1,7.5,0.000018102,0,13.05,4
228500,1.31,14,4,25,0,1,11,12,1,28,0,8,4,15.38461538,0,0,108.6,-34.1,52.1,0.1,204,20.4,1 Indoor,7,37,1,7.5,0.000012639,0,32.59,4
257900,1.258,18,4,10,0,1,14,15,1,34,0,10,5,15.625,0,0,91.7,-39.6,44.9,0.1,204,20.4,1 Indoor,7,37,1,7.5,1.3576E-06,0.1656,93.19,4
147000,1.257,8,6,8,0,0,6,11,0,22,0,6,3,15,0,0,105.9,-35.4,0,0.1,204,20.4,1 Indoor,7,37,1,7.5,0.00003103,0,6.346,4
100000,1.26,10,12,50,0,4,8,12,0,28,0,8,4,13.33333333,1,27.27,122,-36,10,0.02,1204.24,100.35,1 Indoor,0,40,1,7,4.2917E-09,0,93.19,180
61710,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,112,-43.9,35,0.02,1204.24,100.35,1 Indoor,0,40,1,7,3.2153E-09,0,93.19,180
353500,1.222,18,4,50,0,1,14,15,1,34,0,10,5,15.625,0,0,89.1,-39.7,58.2,0.1,204,20.4,1 Indoor,7,37,1,7.5,6.3528E-06,0.2009,93.19,1.666666667
234000,1.157,10,8,24,0,0,8,14,0,28,0,8,4,15.38461538,0,0,89.7,-39.6,46.7,0.1,204,20.4,1 Indoor,7,37,1,7.5,2.4398E-07,0,93.19,4
329600,1.146,18,4,40,0,1,14,15,1,34,0,10,5,15.625,0,0,89.7,-38.9,53.6,0.1,204,20.4,1 Indoor,7,37,1,7.5,6.1278E-06,0.2232,93.19,2.333333333
293750,1.105,18,4,25,0,1,14,15,1,34,0,10,5,15.625,0,0,90.8,-40.1,51.8,0.1,204,20.4,1 Indoor,7,37,1,7.5,2.7326E-06,0.1058,93.19,4
473000,0.818,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,174.7,6.3,59,0.1,204,20.4,1 Indoor,7,37,1,7.5,3.1889E-06,0.0659,97.52,1.333333333
80000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,51.8,0.06,6020.4,33.45,2 Outdoor,1,11.4,1,8.4,5.0066E-08,165.27,86.5,294
80000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,51.8,0.06,6020.4,33.45,2 Outdoor,2,18.95,1,8.55,2.3595E-07,13.041,86.5,35
165000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,63.5,-60,63.6,0.1,160.22,20.4,3 UV,7,37,1,7,1.1287E-08,0,86.5,42
132000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,63.5,-60,64.1,0.1,160.22,20.4,3 UV,6,37,1,7,4.8426E-08,12.52,86.5,42
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,50,-44,13.1,0.12,457.2,16.93333333,1 Indoor,0,28,1,7,4.7565E-08,0,97.52,28
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,50,-44,13.1,0.12,457.2,16.93333333,1 Indoor,2,28,1,7.48,8.14863E-07,0,97.52,6
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,50,-44,13.1,0.12,457.2,16.93333333,1 Indoor,2,28,1,7.48,1.39583E-07,0,97.52,20
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,50,-44,13.1,0.12,457.2,16.93333333,1 Indoor,2,28,1,7.48,2.21352E-07,0,97.52,41
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,50,-44,13.1,0.12,457.2,16.93333333,1 Indoor,2,28,1,7.48,6.69582E-08,0,97.52,60
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,50,-44,13.1,0.12,457.2,16.93333333,1 Indoor,2,28,1,7.48,1.76779E-07,0,97.52,86
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.12,457.2,16.93333333,1 Indoor,2,28,1,7.48,9.29661E-07,0,100,86
80500,1.0336,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,55,0.5,5000,4,1 Indoor,3,25,1,7.5,1.1655E-07,4.515,86.5,70
86100,1.233,10,3,57,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,111.4,37.7,0,0.3,3800,6.76,1 Indoor,0,37,1,7.4,3.3958E-08,3.72,93.19,35
86100,1.233,10,3,57,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,111.4,37.7,0,0.3,3800,6.76,1 Indoor,7,37,1,7.4,1.6493E-07,3.409,93.19,70
74200,1.233,10,3,51.9,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,111.3,37.6,0,0.3,3800,6.76,1 Indoor,0,37,1,7.4,1.1863E-08,0,93.19,35
74200,1.233,10,3,51.9,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,111.3,37.6,0,0.3,3800,6.76,1 Indoor,7,37,1,7.4,1.1436E-07,0,93.19,70
79000,1.233,10,3,41.1,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,111,37.3,0,0.3,3800,6.76,1 Indoor,0,37,1,7.4,5.2789E-09,3.105,93.19,35
79000,1.233,10,3,41.1,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,111,37.3,0,0.3,3800,6.76,1 Indoor,7,37,1,7.4,9.3738E-08,4.9,93.19,70
68500,1.233,10,3,32.3,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,110,36.3,0,0.3,3800,6.76,1 Indoor,0,37,1,7.4,2.5995E-09,0,93.19,35
68500,1.233,10,3,32.3,2,2,4,5,0,12,0,6,3,15.78947368,1,30.77,110,36.3,0,0.3,3800,6.76,1 Indoor,7,37,1,7.4,4.7998E-08,29.31,93.19,70
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,152,65,1.7,2,316,1.58,2 Outdoor,2,8.4,1,8.19,1.6285E-10,0,98.3,120
74800,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,184.09,48,13,2,316,1.58,1 Indoor,0,25,1,7,5.6875E-06,0,60.21,20
74800,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,163,40,13,2,316,1.58,2 Outdoor,2,8.4,1,8.19,0.000002838,0,38.46,120
74800,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,162.61,40,13,2,316,1.58,1 Indoor,0,25,1,7,7.4884E-06,0,100,8
48400,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,220,65,55,0.385,0.465662571,15.58441558,3 UV,6,37,1,6,2.2257E-06,0,90.05,7
48400,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,220,65,55,0.385,0.465662571,15.58441558,3 UV,6,37,1,6,1.6215E-06,0,88.53,7
48400,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,220,65,55,0.385,0.465662571,15.58441558,3 UV,6,37,1,6,2.3391E-06,0,88.53,7
48400,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,220,65,55,0.385,0.465662571,15.58441558,3 UV,6,37,1,6,2.1111E-06,0,90.05,7
48400,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,220,65,55,0.385,0.465662571,15.58441558,3 UV,6,37,1,6,1.5359E-06,0.1615,88.53,7
48400,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,220,65,55,0.385,0.465662571,15.58441558,3 UV,6,37,1,6,2.2014E-06,0.7998,88.53,7
22000,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,218.66,65,55,2,316,1.58,1 Indoor,0,25,1,7,0.000011197,0,23.45,20
22000,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,193.7,59.4,47.34,2,316,1.58,1 Indoor,0,25,1,7,9.1343E-06,0,100,6
22000,1.29,2,0,0,1,1,1,1,0,3,0,1,0,0,0,0,177.08,53.8,39.68,2,316,1.58,1 Indoor,0,25,1,7,0.000051748,1.408,100,4
110104,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,55,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.058E-08,9.291,86.5,90
92128,1.29,2,6,30,1,1,1,6,0,13,0,3,1,9.090909091,0,0,178,45,24.19,2,316,1.58,2 Outdoor,2,15.25,1,8.12,2.5521E-08,0,93.19,90
90884,1.29,2,6,30,1,1,1,6,0,13,0,3,1,9.090909091,0,0,178,45,24.19,2,316,1.58,2 Outdoor,2,15.25,1,8.12,5.4178E-07,0,18.12,90
76749,1.29,2,6,30,1,1,1,6,0,13,0,3,1,9.090909091,0,0,184.09,48,13,2,316,1.58,2 Outdoor,2,15.25,1,8.12,3.4722E-08,0,93.19,90
71841,1.29,2,6,30,1,1,1,6,0,13,0,3,1,9.090909091,0,0,162.61,40,13,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.0534E-06,0,68.34,90
107173,1.1438,6,2,30,0,1,5,6,0,13,0,3,1,9.090909091,0,0,60,-60,56,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.3681E-08,0,93.19,90
105489,1.1438,6,2,50,0,1,5,6,0,13,0,3,1,9.090909091,0,0,60,-60,57,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.8796E-08,0,93.19,90
95089,1.1438,6,2,30,0,1,5,6,0,13,0,3,1,9.090909091,0,0,61,-60,54,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.5081E-08,0,93.19,90
91351,1.1438,6,2,30,0,1,5,6,0,13,0,3,1,9.090909091,0,0,62,-60,52,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.3507E-08,0,93.19,90
86504,1.1438,6,2,50,0,1,5,6,0,13,0,3,1,9.090909091,0,0,61.9,-60,54,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.7419E-08,0,93.19,90
74191,1.1438,6,2,30,0,1,5,6,0,13,0,3,1,9.090909091,0,0,63.8,-60,51,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.2477E-08,0,93.19,90
71457,1.1438,6,2,50,0,1,5,6,0,13,0,3,1,9.090909091,0,0,63.8,-60,52,2,316,1.58,2 Outdoor,2,15.25,1,8.12,1.919E-08,0,93.19,90
66125,1.1438,6,2,50,0,1,5,6,0,13,0,3,1,9.090909091,0,0,65.4,-60,50.39,2,316,1.58,2 Outdoor,2,15.25,1,8.12,3.7211E-07,0,93.19,90
137000,1.23,3,2,45,1,2,0,1,1,7,0,3,1,12.5,0,0,146,42.5,50,2,316,1.58,2 Outdoor,2,8.4,1,8.19,7.8843E-09,0,93.19,180
137000,1.23,3,2,51.3,1,2,0,1,1,7,0,3,1,12.5,0,0,146,42.5,50,2,316,1.58,2 Outdoor,2,8.4,1,8.19,7.1019E-08,0,93.19,180
137000,1.23,3,2,39,1,2,0,1,1,7,0,3,1,12.5,0,0,146,42.5,50,2,316,1.58,2 Outdoor,2,8.4,1,8.19,4.3889E-10,0,93.19,180
137000,1.23,3,2,52.1,1,2,0,1,1,7,0,3,1,12.5,0,0,146,42.5,50,2,316,1.58,2 Outdoor,2,8.4,1,8.19,6.9606E-07,0,32.46,180
227000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,170,60,2,0.2,3232,10.1,1 Indoor,0,37,1,8.5,2.1701E-09,0,100,21
227000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,170,60,2,0.1,204,20.4,1 Indoor,0,37,1,8.5,1.8264E-07,0,100,4
227000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,170,60,2,0.2,3232,10.1,1 Indoor,7,37,1,8.5,0.000016551,0,5.3,21
227000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,170,60,2,0.1,204,20.4,1 Indoor,7,37,1,8.5,0.000038356,0,55,4
290862,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,5,50,0.5,0.785,12,1 Indoor,3,20,1,7.25,1.0682E-06,3.345,90.45,28
336463,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,157,5.5,52,0.5,0.785,12,1 Indoor,3,20,1,7.25,1.1464E-06,3.572,84.77,28
305510,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,156,5.2,51,0.5,0.785,12,1 Indoor,3,20,1,7.25,2.3252E-07,5.188,85.43,28
280932,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,155,5,50,0.5,0.785,12,1 Indoor,3,20,1,7.25,4.0174E-07,8.387,85.43,28
500000,1.5,6,0,0,5,5,1,1,0,7,0,5,0,0,1,83.33,257,61.4,30,2,6040,1.098181818,2 Outdoor,1,29,1,7.8,5.9838E-07,11.68,100,350
500000,1.5,6,0,0,5,5,1,1,0,7,0,5,0,0,1,83.33,257,61.4,30,2,6040,1.098181818,2 Outdoor,1,29,1,7.9,7.3912E-07,14.07,100,350
500000,1.5,6,0,0,5,5,1,1,0,7,0,5,0,0,1,83.33,257,61.4,30,2,6040,1.098181818,2 Outdoor,1,27,1,8.2,5.9826E-07,19.44,100,350
500000,1.5,6,0,0,5,5,1,1,0,7,0,5,0,0,1,83.33,257,61.4,30,2,6040,1.098181818,2 Outdoor,1,26,1,8.1,2.7512E-07,24.24,100,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,3.4,1445.86,0.91,2 Outdoor,5,23,0.4375,7.7,4.5417E-07,2.494,93.19,35
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,3.4,1445.86,0.91,2 Outdoor,5,23,0.4375,7.7,2.463E-07,0.6519,93.19,35
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,29,1,7.8,8.0312E-08,0,100,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,29,1,7.8,1.0828E-07,8.462,93.19,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,29,1,7.9,5.5949E-08,0,93.19,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,29,1,7.9,6.1493E-08,8.519,93.19,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,27,1,8.2,8.7338E-08,22.76,100,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,27,1,8.2,8.919E-08,22.09,100,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,26,1,8.1,6.7164E-08,25.31,100,350
603000,1.25,9,6,30,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,165,3.5,65,2,6040,1.098181818,2 Outdoor,1,26,1,8.1,5.588E-08,32.28,100,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,3.4,1445.86,0.91,2 Outdoor,5,23,0.4375,7.7,5.8785E-07,2.42,93.19,35
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,3.4,1445.86,0.91,2 Outdoor,5,23,0.4375,7.7,2.4271E-07,0.1286,93.19,35
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,29,1,7.8,3.1979E-07,18.46,100,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,29,1,7.8,2.5868E-07,16.69,100,350
690000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163,-2.7,52,3.4,1445.86,0.91,2 Outdoor,5,23,0.4375,7.7,6.0718E-07,5.025,99.14,35
690000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163,-2.7,52,2,6040,1.098181818,2 Outdoor,1,29,1,7.8,8.4537E-09,0,99.14,350
690000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163,-2.7,52,2,6040,1.098181818,2 Outdoor,1,29,1,7.9,1.684E-08,20.79,99.14,350
690000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163,-2.7,52,2,6040,1.098181818,2 Outdoor,1,27,1,8.2,1.1392E-08,0,99.14,350
690000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163,-2.7,52,2,6040,1.098181818,2 Outdoor,1,26,1,8.1,5.4479E-09,0,99.14,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,29,1,7.9,2.2662E-07,9.185,100,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,29,1,7.9,0.000000175,0,96.25,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,27,1,8.2,1.5799E-07,0,100,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,27,1,8.2,1.4525E-07,4.324,98.5,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,26,1,8.1,2.3368E-07,21.83,100,350
545000,1.25,9,6,50,2,7,3,4,2,21,0,9,2,8.333333333,1,33.33,171.5,2.5,28.64,2,6040,1.098181818,2 Outdoor,1,26,1,8.1,1.4421E-07,17.12,100,350
100289,1.1438,6,6,10,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,57,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,4.09444E-07,0,93.19,0.75
100289,1.1438,6,6,20,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,56.5,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,7.25552E-07,0,93.19,0.75
100289,1.1438,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,56,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,1.13536E-06,0,93.19,0.75
100289,1.1438,6,6,40,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55.5,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,1.26244E-06,0,93.19,0.75
